Begin Mid, Begin Up, Begin Down, End Mid, End Up, End Down
2003.1, 2003.1, 2003.12, 2003.35, 2003.39, 2003.39
2003.42, 2003.42, 2003.42, 2003.62, 2003.62, 2003.62
2003.64, 2003.64, 2003.64, 2003.84, 2003.84, 2003.84
2003.86, 2003.86, 2003.86, 2004.06, 2004.06, 2004.06
2004.09, 2004.09, 2004.09, 2004.28, 2004.28, 2004.28
2004.3, 2004.3, 2004.3, 2004.54, 2004.54, 2004.5
2004.57, 2004.57, 2004.57, 2004.77, 2004.77, 2004.77
2004.79, 2004.79, 2004.79, 2004.99, 2004.99, 2004.99
2005.01, 2005.01, 2005.01, 2005.21, 2005.21, 2005.21
2005.24, 2005.24, 2005.24, 2005.45, 2005.46, 2005.4
2005.48, 2005.48, 2005.48, 2005.7, 2005.7, 2005.66
2005.73, 2005.73, 2005.73, 2005.94, 2005.94, 2005.89
2005.97, 2005.97, 2005.97, 2006.19, 2006.19, 2006.14
2006.22, 2006.22, 2006.22, 2006.43, 2006.43, 2006.39
2006.46, 2006.46, 2006.46, 2006.67, 2006.67, 2006.63
2006.69, 2006.69, 2006.7, 2006.9, 2006.91, 2006.86
2006.93, 2006.93, 2006.93, 2007.15, 2007.16, 2007.1
2007.19, 2007.19, 2007.19, 2007.4, 2007.4, 2007.36
2007.42, 2007.42, 2007.42, 2007.64, 2007.64, 2007.59
2007.66, 2007.66, 2007.66, 2007.86, 2007.87, 2007.82
2007.89, 2007.89, 2007.89, 2008.11, 2008.11, 2008.06
2008.13, 2008.13, 2008.14, 2008.34, 2008.36, 2008.31
2008.38, 2008.38, 2008.38, 2008.59, 2008.58, 2008.54
2008.62, 2008.62, 2008.62, 2008.83, 2008.83, 2008.78
2008.85, 2008.85, 2008.86, 2009.07, 2009.07, 2009.03
2009.1, 2009.1, 2009.12, 2009.32, 2009.32, 2009.31
2009.35, 2009.35, 2009.37, 2009.57, 2009.57, 2009.56
2009.59, 2009.59, 2009.59, 2009.81, 2009.82, 2009.76
2009.84, 2009.84, 2009.84, 2010.07, 2010.06, 2010.02
2010.09, 2010.09, 2010.09, 2010.32, 2010.33, 2010.27
2010.36, 2010.36, 2010.36, 2010.57, 2010.57, 2010.53
2010.6, 2010.6, 2010.6, 2010.81, 2010.82, 2010.77
2010.84, 2010.84, 2010.84, 2011.06, 2011.06, 2011.01
2011.09, 2011.09, 2011.09, 2011.3, 2011.31, 2011.25
2011.34, 2011.34, 2011.34, 2011.54, 2011.54, 2011.5
2011.58, 2011.58, 2011.59, 2011.79, 2011.79, 2011.78
2011.82, 2011.82, 2011.83, 2012.03, 2012.03, 2012.02
2012.05, 2012.05, 2012.05, 2012.27, 2012.27, 2012.22
2012.3, 2012.3, 2012.3, 2012.5, 2012.52, 2012.46
2012.54, 2012.54, 2012.54, 2012.75, 2012.75, 2012.71
2012.78, 2012.78, 2012.78, 2012.99, 2012.99, 2012.95
2013.01, 2013.01, 2013.01, 2013.28, 2013.23, 2013.18
2013.3, 2013.3, 2013.3, 2013.52, 2013.53, 2013.48
2013.55, 2013.55, 2013.55, 2013.76, 2013.77, 2013.72
2013.79, 2013.79, 2013.8, 2014.01, 2014.01, 2013.96
2014.05, 2014.05, 2014.05, 2014.27, 2014.27, 2014.23
2014.29, 2014.29, 2014.29, 2014.5, 2014.5, 2014.46
2014.53, 2014.53, 2014.53, 2014.74, 2014.74, 2014.7
2014.77, 2014.77, 2014.77, 2014.98, 2014.99, 2014.94
2015.01, 2015.01, 2015.02, 2015.22, 2015.22, 2015.18
2015.24, 2015.24, 2015.24, 2015.46, 2015.46, 2015.46
2015.49, 2015.49, 2015.49, 2015.69, 2015.69, 2015.69
2015.71, 2015.71, 2015.71, 2015.91, 2015.91, 2015.9
2015.93, 2015.93, 2015.93, 2016.17, 2016.17, 2016.13
2016.2, 2016.2, 2016.2, 2016.39, 2016.39, 2016.39
2016.41, 2016.41, 2016.41, 2016.61, 2016.61, 2016.61
2016.63, 2016.63, 2016.63, 2016.83, 2016.83, 2016.83
2016.85, 2016.85, 2016.85, 2017.05, 2017.05, 2017.05
2017.07, 2017.07, 2017.08, 2017.31, 2017.32, 2017.27
2017.34, 2017.34, 2017.34, 2017.66, 2017.66, 2017.58
2017.69, 2017.69, 2017.69, 2017.97, 2017.98, 2017.93
2018, 2018, 2018, 2018.26, 2018.25, 2018.22
2018.29, 2018.29, 2018.29, 2018.48, 2018.53, 2018.49
2018.55, 2018.56, 2018.56, 2018.75, 2018.79, 2018.75
2018.81, 2018.81, 2018.81, 2019.01, 2019.05, 2019.01
2019.07, 2019.07, 2019.07, 2019.27, 2019.27, 2019.27
2019.29, 2019.29, 2019.29, 2019.51, 2019.51, 2019.54
2019.56, 2019.56, 2019.56, 2019.76, 2019.75, 2019.76
2019.79, 2019.79, 2019.8, 2019.98, 2019.98, 2020.02
2020.05, 2020.05, 2020.05, 2020.26, 2020.26, 2020.26
2020.29, 2020.29, 2020.29, 2020.49, 2020.49, 2020.49
2020.52, 2020.52, 2020.52, 2020.72, 2020.72, 2020.72
2020.75, 2020.75, 2020.75, 2020.96, 2020.97, 2020.96
2021, 2021, 2021, 2021.21, 2021.22, 2021.21
2021.24, 2021.24, 2021.24, 2021.51, 2021.5, 2021.47
2021.53, 2021.53, 2021.53, 2021.73, 2021.73, 2021.74
2021.76, 2021.76, 2021.76, 2021.93, 2021.93, 2021.93
2021.95, 2021.95, 2021.95, 2022.11, 2022.11, 2022.11
2022.14, 2022.14, 2022.14, 2022.31, 2022.33, 2022.33
2022.36, 2022.36, 2022.36, 2022.52, 2022.53, 2022.52
2022.55, 2022.55, 2022.55, 2022.72, 2022.72, 2022.72
2022.74, 2022.74, 2022.74, 2022.9, 2022.91, 2022.91
2022.93, 2022.93, 2022.93, 2023.09, 2023.09, 2023.11
2023.13, 2023.13, 2023.13, 2023.29, 2023.29, 2023.29
2023.31, 2023.31, 2023.31, 2023.48, 2023.48, 2023.48
2023.5, 2023.5, 2023.51, 2023.67, 2023.67, 2023.67
2023.69, 2023.69, 2023.69, 2023.86, 2023.86, 2023.86
2023.88, 2023.88, 2023.88, 2024.04, 2024.04, 2024.06
2024.08, 2024.08, 2024.08, 2024.25, 2024.25, 2024.25
2024.27, 2024.27, 2024.27, 2024.43, 2024.43, 2024.44
2024.46, 2024.46, 2024.46, 2024.62, 2024.62, 2024.62
2024.65, 2024.65, 2024.65, 2024.81, 2024.81, 2024.81
2024.83, 2024.83, 2024.83, 2025, 2025, 2025
2025.02, 2025.02, 2025.02, 2025.18, 2025.18, 2025.18
2025.2, 2025.2, 2025.2, 2025.37, 2025.37, 2025.37
2025.39, 2025.39, 2025.39, 2025.56, 2025.56, 2025.56
2025.59, 2025.59, 2025.59, 2025.8, 2025.8, 2025.75
2025.82, 2025.82, 2025.82, 2026.04, 2026.04, 2025.99
2026.06, 2026.06, 2026.06, 2026.28, 2026.28, 2026.25
2026.31, 2026.31, 2026.31, 2026.52, 2026.52, 2026.48
2026.55, 2026.55, 2026.55, 2026.76, 2026.76, 2026.72
2026.78, 2026.78, 2026.78, 2026.99, 2027, 2026.96
2027.03, 2027.03, 2027.03, 2027.24, 2027.24, 2027.21
2027.27, 2027.27, 2027.27, 2027.48, 2027.49, 2027.44
2027.51, 2027.51, 2027.51, 2027.73, 2027.72, 2027.68
2027.76, 2027.76, 2027.78, 2027.98, 2027.99, 2027.97
2028.02, 2028.02, 2028.02, 2028.23, 2028.23, 2028.19
2028.25, 2028.25, 2028.25, 2028.47, 2028.47, 2028.42
2028.49, 2028.49, 2028.49, 2028.7, 2028.7, 2028.65
2028.72, 2028.72, 2028.72, 2028.94, 2028.94, 2028.89
2028.96, 2028.96, 2028.96, 2029.17, 2029.17, 2029.12
2029.19, 2029.19, 2029.19, 2029.43, 2029.42, 2029.38
2029.45, 2029.45, 2029.45, 2029.66, 2029.66, 2029.62
2029.69, 2029.69, 2029.69, 2029.9, 2029.9, 2029.85
2029.92, 2029.92, 2029.92, 2030.14, 2030.14, 2030.09
2030.16, 2030.16, 2030.16, 2030.39, 2030.39, 2030.33
2030.42, 2030.42, 2030.42, 2030.63, 2030.63, 2030.59
2030.65, 2030.66, 2030.66, 2030.87, 2030.88, 2030.83
2030.9, 2030.9, 2030.9, 2031.12, 2031.12, 2031.07
2031.15, 2031.15, 2031.15, 2031.36, 2031.36, 2031.32
2031.38, 2031.38, 2031.38, 2031.59, 2031.6, 2031.55
2031.62, 2031.62, 2031.62, 2031.83, 2031.83, 2031.79
2031.85, 2031.85, 2031.85, 2032.06, 2032.06, 2032.02
2032.08, 2032.08, 2032.08, 2032.3, 2032.3, 2032.3
2032.32, 2032.32, 2032.32, 2032.55, 2032.54, 2032.54
2032.57, 2032.57, 2032.57, 2032.79, 2032.79, 2032.79
2032.81, 2032.81, 2032.81, 2033.03, 2033.03, 2033.03
2033.05, 2033.05, 2033.05, 2033.27, 2033.27, 2033.27
2033.29, 2033.29, 2033.29, 2033.51, 2033.51, 2033.51
2033.54, 2033.54, 2033.54, 2033.75, 2033.75, 2033.75
2033.77, 2033.77, 2033.78, 2033.99, 2033.99, 2033.99
2034.02, 2034.02, 2034.02, 2034.24, 2034.25, 2034.24
2034.28, 2034.28, 2034.28, 2034.49, 2034.49, 2034.49
2034.52, 2034.52, 2034.52, 2034.73, 2034.74, 2034.74
2034.77, 2034.77, 2034.77, 2034.99, 2035, 2034.98
2035.03, 2035.03, 2035.03, 2035.25, 2035.25, 2035.25
2035.27, 2035.27, 2035.27, 2035.48, 2035.48, 2035.48
2035.51, 2035.51, 2035.51, 2035.72, 2035.72, 2035.72
2035.74, 2035.74, 2035.74, 2035.95, 2035.95, 2035.91
2035.98, 2035.98, 2035.98, 2036.14, 2036.14, 2036.14
2036.16, 2036.16, 2036.16, 2036.32, 2036.32, 2036.33
2036.35, 2036.35, 2036.35, 2036.5, 2036.51, 2036.52
2036.54, 2036.54, 2036.54, 2036.71, 2036.71, 2036.71
2036.73, 2036.73, 2036.73, 2036.89, 2036.89, 2036.89
2036.92, 2036.92, 2036.92, 2037.08, 2037.08, 2037.08
2037.1, 2037.1, 2037.1, 2037.26, 2037.26, 2037.26
2037.29, 2037.29, 2037.29, 2037.45, 2037.45, 2037.45
2037.48, 2037.48, 2037.48, 2037.64, 2037.64, 2037.64
2037.66, 2037.66, 2037.66, 2037.82, 2037.82, 2037.82
2037.84, 2037.84, 2037.84, 2038, 2038, 2038.02
2038.04, 2038.04, 2038.04, 2038.21, 2038.22, 2038.21
2038.24, 2038.24, 2038.24, 2038.41, 2038.41, 2038.41
2038.44, 2038.44, 2038.44, 2038.6, 2038.6, 2038.6
2038.63, 2038.63, 2038.63, 2038.79, 2038.79, 2038.79
2038.82, 2038.82, 2038.82, 2038.98, 2038.98, 2038.98
2039, 2039, 2039, 2039.17, 2039.16, 2039.16
2039.19, 2039.19, 2039.19, 2039.36, 2039.36, 2039.36
2039.38, 2039.38, 2039.38, 2039.54, 2039.54, 2039.54
2039.57, 2039.57, 2039.57, 2039.73, 2039.74, 2039.74
2039.76, 2039.76, 2039.76, 2039.92, 2039.92, 2039.92
2039.94, 2039.94, 2039.94, 2040.11, 2040.11, 2040.11
2040.13, 2040.13, 2040.13, 2040.3, 2040.3, 2040.3
2040.32, 2040.32, 2040.32, 2040.49, 2040.49, 2040.49
2040.51, 2040.51, 2040.51, 2040.68, 2040.68, 2040.68
2040.7, 2040.7, 2040.7, 2040.87, 2040.87, 2040.86
2040.89, 2040.89, 2040.89, 2041.06, 2041.06, 2041.06
2041.08, 2041.08, 2041.08, 2041.24, 2041.24, 2041.25
2041.27, 2041.27, 2041.27, 2041.43, 2041.43, 2041.43
2041.45, 2041.45, 2041.45, 2041.61, 2041.61, 2041.61
2041.64, 2041.64, 2041.64, 2041.8, 2041.8, 2041.79
2041.83, 2041.83, 2041.83, 2042, 2042, 2042
2042.02, 2042.02, 2042.02, 2042.19, 2042.2, 2042.19
2042.23, 2042.23, 2042.23, 2042.39, 2042.39, 2042.4
2042.42, 2042.42, 2042.42, 2042.59, 2042.59, 2042.59
2042.62, 2042.62, 2042.62, 2042.78, 2042.78, 2042.78
2042.81, 2042.81, 2042.81, 2042.97, 2042.97, 2042.97
2043, 2043, 2043, 2043.16, 2043.16, 2043.16
2043.18, 2043.18, 2043.18, 2043.34, 2043.34, 2043.34
2043.37, 2043.37, 2043.37, 2043.53, 2043.54, 2043.54
2043.56, 2043.56, 2043.56, 2043.72, 2043.72, 2043.72
2043.75, 2043.75, 2043.75, 2043.9, 2043.9, 2043.91
2043.93, 2043.93, 2043.93, 2044.09, 2044.09, 2044.09
2044.11, 2044.11, 2044.11, 2044.28, 2044.28, 2044.28
2044.3, 2044.3, 2044.31, 2044.47, 2044.48, 2044.48
2044.5, 2044.5, 2044.5, 2044.67, 2044.67, 2044.67
2044.69, 2044.69, 2044.69, 2044.86, 2044.86, 2044.86
2044.88, 2044.88, 2044.88, 2045.05, 2045.05, 2045.05
2045.07, 2045.07, 2045.07, 2045.23, 2045.23, 2045.23
2045.25, 2045.25, 2045.25, 2045.41, 2045.41, 2045.41
2045.44, 2045.44, 2045.44, 2045.61, 2045.61, 2045.61
2045.63, 2045.63, 2045.63, 2045.79, 2045.79, 2045.79
2045.81, 2045.81, 2045.81, 2045.97, 2045.98, 2045.98
2046.01, 2046.01, 2046.01, 2046.16, 2046.18, 2046.17
2046.2, 2046.2, 2046.2, 2046.38, 2046.38, 2046.39
2046.41, 2046.41, 2046.41, 2046.58, 2046.58, 2046.58
2046.6, 2046.6, 2046.6, 2046.77, 2046.77, 2046.77
2046.79, 2046.79, 2046.79, 2046.96, 2046.96, 2046.96
2046.99, 2046.99, 2046.99, 2047.16, 2047.15, 2047.16
2047.18, 2047.18, 2047.18, 2047.34, 2047.34, 2047.34
2047.37, 2047.37, 2047.37, 2047.52, 2047.52, 2047.54
2047.56, 2047.56, 2047.56, 2047.73, 2047.73, 2047.73
2047.76, 2047.76, 2047.76, 2047.92, 2047.92, 2047.92
2047.94, 2047.94, 2047.94, 2048.11, 2048.11, 2048.11
2048.14, 2048.14, 2048.14, 2048.31, 2048.31, 2048.3
2048.34, 2048.34, 2048.34, 2048.5, 2048.5, 2048.5
2048.52, 2048.52, 2048.52, 2048.68, 2048.69, 2048.68
2048.71, 2048.71, 2048.71, 2048.91, 2048.9, 2048.89
2048.93, 2048.93, 2048.93, 2049.09, 2049.09, 2049.09
2049.12, 2049.12, 2049.12, 2049.28, 2049.28, 2049.28
2049.3, 2049.3, 2049.3, 2049.47, 2049.47, 2049.47
2049.49, 2049.49, 2049.49, 2049.66, 2049.66, 2049.66
2049.68, 2049.68, 2049.68, 2049.84, 2049.85, 2049.84
2049.87, 2049.87, 2049.87, 2050.03, 2050.03, 2050.03
2050.06, 2050.06, 2050.06, 2050.23, 2050.23, 2050.24
2050.27, 2050.27, 2050.27, 2050.43, 2050.43, 2050.43
2050.46, 2050.46, 2050.46, 2050.62, 2050.62, 2050.63
2050.65, 2050.65, 2050.65, 2050.81, 2050.81, 2050.81
2050.84, 2050.84, 2050.84, 2051, 2051, 2051.01
2051.03, 2051.03, 2051.03, 2051.2, 2051.2, 2051.2
2051.22, 2051.22, 2051.22, 2051.38, 2051.38, 2051.38
2051.41, 2051.41, 2051.41, 2051.58, 2051.58, 2051.58
2051.6, 2051.6, 2051.6, 2051.76, 2051.76, 2051.76
2051.79, 2051.79, 2051.79, 2051.96, 2051.96, 2051.96
2051.98, 2051.98, 2051.98, 2052.15, 2052.14, 2052.16
2052.18, 2052.18, 2052.18, 2052.35, 2052.35, 2052.35
2052.37, 2052.37, 2052.37, 2052.53, 2052.54, 2052.54
2052.56, 2052.56, 2052.56, 2052.74, 2052.73, 2052.73
2052.76, 2052.76, 2052.76, 2052.92, 2052.92, 2052.92
2052.95, 2052.95, 2052.95, 2053.12, 2053.11, 2053.11
2053.15, 2053.15, 2053.15, 2053.31, 2053.31, 2053.31
2053.33, 2053.33, 2053.33, 2053.51, 2053.5, 2053.5
2053.54, 2053.54, 2053.54, 2053.7, 2053.7, 2053.7
2053.72, 2053.72, 2053.73, 2053.88, 2053.88, 2053.88
2053.91, 2053.91, 2053.91, 2054.07, 2054.07, 2054.07
2054.09, 2054.09, 2054.09, 2054.26, 2054.26, 2054.28
2054.3, 2054.3, 2054.3, 2054.47, 2054.47, 2054.47
2054.49, 2054.49, 2054.49, 2054.65, 2054.66, 2054.66
2054.69, 2054.69, 2054.69, 2054.85, 2054.85, 2054.86
2054.88, 2054.88, 2054.88, 2055.04, 2055.05, 2055.06
2055.08, 2055.08, 2055.08, 2055.26, 2055.25, 2055.25
2055.29, 2055.29, 2055.29, 2055.44, 2055.44, 2055.44
2055.46, 2055.46, 2055.46, 2055.62, 2055.62, 2055.62
2055.65, 2055.65, 2055.65, 2055.83, 2055.84, 2055.84
2055.86, 2055.86, 2055.86, 2056.02, 2056.02, 2056.02
2056.05, 2056.05, 2056.05, 2056.21, 2056.21, 2056.21
2056.24, 2056.24, 2056.24, 2056.41, 2056.4, 2056.4
2056.43, 2056.43, 2056.43, 2056.6, 2056.6, 2056.6
2056.62, 2056.62, 2056.62, 2056.79, 2056.79, 2056.79
2056.81, 2056.81, 2056.81, 2056.97, 2056.98, 2056.97
2057, 2057, 2057, 2057.16, 2057.16, 2057.16
2057.19, 2057.19, 2057.19, 2057.35, 2057.35, 2057.35
2057.37, 2057.37, 2057.37, 2057.54, 2057.53, 2057.54
2057.56, 2057.56, 2057.56, 2057.72, 2057.72, 2057.72
2057.75, 2057.75, 2057.75, 2057.91, 2057.91, 2057.91
2057.93, 2057.93, 2057.93, 2058.1, 2058.1, 2058.1
2058.12, 2058.12, 2058.12, 2058.29, 2058.29, 2058.3
2058.32, 2058.32, 2058.32, 2058.49, 2058.49, 2058.49
2058.52, 2058.52, 2058.52, 2058.68, 2058.68, 2058.68
2058.7, 2058.7, 2058.71, 2058.86, 2058.86, 2058.86
2058.89, 2058.89, 2058.89, 2059.05, 2059.06, 2059.06
2059.08, 2059.08, 2059.08, 2059.24, 2059.24, 2059.24
2059.26, 2059.26, 2059.26, 2059.43, 2059.43, 2059.42
2059.46, 2059.46, 2059.46, 2059.62, 2059.63, 2059.62
2059.66, 2059.66, 2059.66, 2059.82, 2059.82, 2059.82
2059.84, 2059.84, 2059.84, 2060.01, 2060.01, 2060.01
2060.03, 2060.03, 2060.03, 2060.19, 2060.19, 2060.2
2060.22, 2060.22, 2060.22, 2060.38, 2060.38, 2060.38
2060.4, 2060.4, 2060.41, 2060.57, 2060.57, 2060.56
2060.6, 2060.6, 2060.6, 2060.76, 2060.76, 2060.76
2060.78, 2060.78, 2060.78, 2060.94, 2060.94, 2060.94
2060.97, 2060.97, 2060.97, 2061.12, 2061.12, 2061.12
2061.15, 2061.15, 2061.15, 2061.31, 2061.31, 2061.31
2061.33, 2061.33, 2061.34, 2061.5, 2061.51, 2061.51
2061.53, 2061.53, 2061.53, 2061.7, 2061.7, 2061.7
2061.72, 2061.72, 2061.72, 2061.88, 2061.88, 2061.9
2061.92, 2061.92, 2061.92, 2062.08, 2062.08, 2062.08
2062.11, 2062.11, 2062.11, 2062.27, 2062.27, 2062.29
2062.31, 2062.31, 2062.31, 2062.48, 2062.48, 2062.48
2062.5, 2062.51, 2062.51, 2062.67, 2062.68, 2062.69
2062.71, 2062.72, 2062.72, 2062.87, 2062.88, 2062.88
2062.91, 2062.91, 2062.91, 2063.07, 2063.07, 2063.07
2063.09, 2063.09, 2063.09, 2063.25, 2063.25, 2063.25
2063.28, 2063.28, 2063.28, 2063.44, 2063.44, 2063.44
2063.46, 2063.46, 2063.46, 2063.63, 2063.63, 2063.63
2063.65, 2063.65, 2063.65, 2063.81, 2063.81, 2063.81
2063.84, 2063.84, 2063.84, 2064, 2064, 2064.01
2064.03, 2064.03, 2064.03, 2064.2, 2064.2, 2064.2
2064.22, 2064.22, 2064.22, 2064.38, 2064.38, 2064.38
2064.41, 2064.41, 2064.41, 2064.57, 2064.57, 2064.57
2064.59, 2064.59, 2064.59, 2064.76, 2064.75, 2064.76
2064.79, 2064.79, 2064.79, 2064.95, 2064.95, 2064.95
2064.97, 2064.97, 2064.97, 2065.14, 2065.14, 2065.14
2065.16, 2065.16, 2065.16, 2065.33, 2065.33, 2065.33
2065.35, 2065.35, 2065.35, 2065.51, 2065.51, 2065.51
2065.54, 2065.54, 2065.54, 2065.7, 2065.7, 2065.7
2065.73, 2065.73, 2065.73, 2065.89, 2065.89, 2065.89
2065.92, 2065.92, 2065.92, 2066.08, 2066.08, 2066.08
2066.1, 2066.1, 2066.1, 2066.28, 2066.28, 2066.29
2066.31, 2066.31, 2066.31, 2066.48, 2066.48, 2066.48
2066.51, 2066.51, 2066.51, 2066.67, 2066.67, 2066.67
2066.7, 2066.7, 2066.7, 2066.87, 2066.87, 2066.87
2066.89, 2066.89, 2066.89, 2067.05, 2067.05, 2067.06
2067.08, 2067.08, 2067.08, 2067.24, 2067.24, 2067.24
2067.27, 2067.27, 2067.27, 2067.43, 2067.43, 2067.43
2067.46, 2067.46, 2067.46, 2067.62, 2067.63, 2067.62
2067.65, 2067.65, 2067.65, 2067.81, 2067.81, 2067.82
2067.84, 2067.84, 2067.84, 2068.02, 2068.01, 2068.02
2068.04, 2068.04, 2068.04, 2068.21, 2068.21, 2068.21
2068.24, 2068.24, 2068.24, 2068.4, 2068.4, 2068.4
2068.43, 2068.43, 2068.43, 2068.59, 2068.59, 2068.59
2068.62, 2068.62, 2068.62, 2068.78, 2068.79, 2068.78
2068.81, 2068.81, 2068.81, 2068.98, 2068.98, 2068.98
2069, 2069, 2069, 2069.16, 2069.16, 2069.16
2069.19, 2069.19, 2069.19, 2069.35, 2069.35, 2069.35
2069.38, 2069.38, 2069.38, 2069.54, 2069.54, 2069.54
2069.57, 2069.57, 2069.57, 2069.74, 2069.74, 2069.74
2069.76, 2069.76, 2069.76, 2069.93, 2069.93, 2069.93
2069.95, 2069.95, 2069.95, 2070.12, 2070.12, 2070.11
2070.14, 2070.14, 2070.14, 2070.31, 2070.32, 2070.31
2070.35, 2070.35, 2070.35, 2070.51, 2070.51, 2070.51
2070.54, 2070.54, 2070.54, 2070.71, 2070.71, 2070.71
2070.74, 2070.74, 2070.74, 2070.9, 2070.9, 2070.9
2070.93, 2070.93, 2070.93, 2071.1, 2071.1, 2071.1
2071.12, 2071.12, 2071.12, 2071.28, 2071.28, 2071.28
2071.31, 2071.31, 2071.31, 2071.48, 2071.48, 2071.48
2071.5, 2071.5, 2071.5, 2071.67, 2071.67, 2071.67
2071.69, 2071.69, 2071.69, 2071.86, 2071.86, 2071.86
2071.88, 2071.88, 2071.88, 2072.05, 2072.05, 2072.05
2072.07, 2072.07, 2072.07, 2072.24, 2072.24, 2072.24
2072.26, 2072.26, 2072.26, 2072.42, 2072.42, 2072.42
2072.45, 2072.45, 2072.45, 2072.61, 2072.61, 2072.62
2072.65, 2072.65, 2072.65, 2072.81, 2072.81, 2072.81
2072.84, 2072.84, 2072.84, 2073, 2072.99, 2073
2073.03, 2073.03, 2073.03, 2073.19, 2073.19, 2073.19
2073.21, 2073.21, 2073.21, 2073.38, 2073.38, 2073.38
2073.4, 2073.4, 2073.4, 2073.57, 2073.57, 2073.57
2073.59, 2073.59, 2073.59, 2073.76, 2073.76, 2073.76
2073.78, 2073.78, 2073.78, 2073.95, 2073.95, 2073.95
2073.97, 2073.97, 2073.97, 2074.13, 2074.13, 2074.13
2074.16, 2074.16, 2074.16, 2074.33, 2074.33, 2074.34
2074.37, 2074.37, 2074.37, 2074.53, 2074.54, 2074.53
2074.57, 2074.57, 2074.57, 2074.73, 2074.73, 2074.73
2074.76, 2074.76, 2074.76, 2074.92, 2074.92, 2074.92
2074.95, 2074.95, 2074.95, 2075.11, 2075.11, 2075.11
2075.14, 2075.14, 2075.14, 2075.35, 2075.35, 2075.3
2075.38, 2075.38, 2075.38, 2075.59, 2075.59, 2075.59
2075.62, 2075.62, 2075.62, 2075.84, 2075.84, 2075.84
2075.86, 2075.86, 2075.86, 2076.07, 2076.08, 2076.08
2076.1, 2076.1, 2076.1, 2076.31, 2076.31, 2076.31
2076.34, 2076.34, 2076.34, 2076.57, 2076.57, 2076.56
2076.59, 2076.59, 2076.59, 2076.8, 2076.81, 2076.8
2076.83, 2076.83, 2076.83, 2077.04, 2077.04, 2077.04
2077.07, 2077.07, 2077.07, 2077.27, 2077.29, 2077.27
2077.31, 2077.31, 2077.31, 2077.52, 2077.52, 2077.52
2077.55, 2077.55, 2077.55, 2077.76, 2077.76, 2077.75
2077.78, 2077.78, 2077.78, 2078, 2078, 2078
2078.02, 2078.02, 2078.02, 2078.24, 2078.26, 2078.24
2078.28, 2078.28, 2078.28, 2078.49, 2078.49, 2078.49
2078.52, 2078.52, 2078.53, 2078.74, 2078.74, 2078.74
2078.76, 2078.76, 2078.76, 2078.98, 2078.98, 2078.97
2079.01, 2079.01, 2079.01, 2079.23, 2079.23, 2079.23
2079.26, 2079.26, 2079.26, 2079.46, 2079.46, 2079.42
2079.49, 2079.49, 2079.49, 2079.68, 2079.68, 2079.66
2079.71, 2079.71, 2079.71, 2079.9, 2079.9, 2079.86
2079.93, 2079.93, 2079.93, 2080.12, 2080.12, 2080.07
2080.14, 2080.14, 2080.15, 2080.34, 2080.34, 2080.3
2080.36, 2080.36, 2080.36, 2080.55, 2080.63, 2080.51
2080.65, 2080.65, 2080.65, 2080.85, 2080.85, 2080.81
2080.88, 2080.88, 2080.88, 2081.07, 2081.07, 2081.02
2081.1, 2081.1, 2081.1, 2081.29, 2081.3, 2081.26
2081.32, 2081.32, 2081.32, 2081.51, 2081.51, 2081.47
2081.53, 2081.53, 2081.53, 2081.74, 2081.73, 2081.69
2081.76, 2081.76, 2081.76, 2081.95, 2081.95, 2081.91
2081.98, 2081.98, 2081.98, 2082.17, 2082.17, 2082.13
2082.2, 2082.2, 2082.2, 2082.4, 2082.4, 2082.35
2082.43, 2082.43, 2082.43, 2082.62, 2082.63, 2082.58
2082.66, 2082.66, 2082.67, 2082.85, 2082.85, 2082.85
2082.88, 2082.88, 2082.88, 2083.07, 2083.07, 2083.04
2083.1, 2083.1, 2083.1, 2083.3, 2083.3, 2083.24
2083.33, 2083.33, 2083.33, 2083.52, 2083.52, 2083.47
2083.56, 2083.56, 2083.56, 2083.75, 2083.76, 2083.72
2083.78, 2083.78, 2083.78, 2084.07, 2083.98, 2083.93
2084.1, 2084.1, 2084.1, 2084.28, 2084.28, 2084.34
2084.36, 2084.36, 2084.37, 2084.55, 2084.67, 2084.55
2084.69, 2084.69, 2084.69, 2084.89, 2084.89, 2084.85
2084.92, 2084.92, 2084.92, 2085.11, 2085.12, 2085.08
2085.14, 2085.14, 2085.15, 2085.33, 2085.34, 2085.33
2085.36, 2085.37, 2085.37, 2085.56, 2085.56, 2085.52
2085.58, 2085.58, 2085.59, 2085.77, 2085.78, 2085.77
2085.8, 2085.8, 2085.81, 2085.95, 2085.95, 2085.95
2085.98, 2085.98, 2085.98, 2086.12, 2086.12, 2086.12
2086.15, 2086.15, 2086.15, 2086.32, 2086.32, 2086.32
2086.35, 2086.35, 2086.35, 2086.5, 2086.5, 2086.5
2086.52, 2086.53, 2086.53, 2086.67, 2086.67, 2086.67
2086.71, 2086.71, 2086.71, 2086.86, 2086.86, 2086.86
2086.89, 2086.89, 2086.89, 2087.03, 2087.03, 2087.03
2087.06, 2087.06, 2087.06, 2087.21, 2087.21, 2087.21
2087.23, 2087.23, 2087.23, 2087.38, 2087.38, 2087.38
2087.4, 2087.4, 2087.4, 2087.56, 2087.55, 2087.55
2087.58, 2087.58, 2087.58, 2087.73, 2087.73, 2087.73
2087.76, 2087.76, 2087.76, 2087.91, 2087.91, 2087.91
